,company_name_final,company_type_final,company_headquarter_location_final,company_age_final,Number_of_Employees_final
2591,  Bioscan Research  ,"  Ahmedabad,Gujarat  ",  9 years old  , nan , nan 
2592,  REAP (Right Educ...  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (India)  , nan 
2593,  Cruise Coders  ,  Private  ,"  San Francisco,California  ",  9 years old  ,  51-200 Employees (Global)  
2594,  Johnnette Techno...  ,  Private  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  11-50 Employees (India)  
2595,  Portdesk  ,  Private  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  11-50 Employees (Global)  
2596,  SS Infinitus  ,  51-200 Employees (Global)  , nan , nan , nan 
2597,  Babycare  ,"  Hangzhou,Zhejiang Sheng  ",  8 years old  ,  1-10 Employees (Global)  , nan 
2598,  AnthroPower  ,"  Delhi,NCT  ",  9 years old  , nan , nan 
2599,  Mahesh Gas  ,  51-200 Employees (India)  , nan , nan , nan 
2600,  BitGiving  ,"  Delhi,NCT  ",  9 years old  , nan , nan 
2601,  Berkeley Health ...  , nan , nan , nan , nan 
2602,  LUCRO  ,"  Mumbai,Maharashtra  ",  10 years old  , nan , nan 
2603,  VehicleST  ,  Private  ,"  Ernakulam,Kerala  ",  7 years old  ,  51-200 Employees (Global)  
2604,  MylabYogi. Com  ,"  Mumbai,Maharashtra  ",  10 years old  , nan , nan 
2605,  Shilps Sciences  ,"  Bangalore,Karnataka  ",  9 years old  , nan , nan 
2606,  Helios Hospitals  ,  11-50 Employees (India)  , nan , nan , nan 
2607,  Rustorange  ,"  Noida,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (Global)  , nan 
2608," ""Doctors  Circle"" ","  Bangalore,Karnataka  ",  10 years old  , nan , nan 
2609,  Reniso Estate Ma...  ,"  Delhi,NCT  ",  6 years old  , nan , nan 
2610,  Aspiration  ,  Private  ,"  Marina Del Rey,CA  ",  9 years old  ,  11-50 Employees (India)  
2611,  Urbanity  Multis...  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (Global)  
2612,  E-swasthya Medis...  ,  Private  ,"  Ahmedabad,Gujarat  ",  8 years old  , nan 
2613,  Yufta  ,"  Jaipur,Rajasthan  ",  8 years old  ,  11-50 Employees (India)  , nan 
2614,  Zoutons  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
2615,  Zestminds  ,  51-200 Employees (India)  , nan , nan , nan 
2616,  RainCan  ,"  Pune,Maharashtra  ",  8 years old  , nan , nan 
2617,  EDU-PAEDIA PRE S...  , nan , nan , nan , nan 
2618,  Design O Care  , nan , nan , nan , nan 
2619,  Medlabz  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2620,  Artwaley  ,"  Hubli,Karnataka  ",  7 years old  , nan , nan 
2621,  iSTAR  , nan , nan , nan , nan 
2622,  Jolly Food Fello...  ,  Private  ,"  Ahmedabad,Gujarat  ",  7 years old  ,  11-50 Employees (Global)  
2623,  Leucine Rich Bio...  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2624,  EMFLUX MOTORS  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  
2625," ""FPL Nokero s"" ", nan , nan , nan , nan 
2626,  Say Cheese  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
2627,  EduBrisk  ,"  Kochi,Kerala  ",  8 years old  , nan , nan 
2628,  Swirl  ,"  Vadodara,Gujarat  ",  6 years old  , nan , nan 
2629," ""Women s CricZone"" ","  Pune,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  , nan 
2630,  KWIK24  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (Global)  , nan 
2631," ""D chica Fashion ..."" ","  Delhi,NCT  ",  8 years old  , nan , nan 
2632,  KWatt Solutions...  ,"  Mumbai,Maharashtra  ",  9 years old  ,  11-50 Employees (India)  , nan 
2633,  Rhino  ,"  New York City,New York  ",  6 years old  , nan , nan 
2634,  SatSure  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2635,  Tinmen  ,"  Hyderabad,Telangana  ",  7 years old  , nan , nan 
2636,  Luxe Living  ,  Private  ,  Mumbai  , nan , nan 
2637,  CanvasFlip  ,  Private  ,"  Hyderabad,Telangana  ",  8 years old  ,  11-50 Employees (Global)  
2638,  DriversKart  ,"  Chennai,Tamil Nadu  ",  7 years old  , nan , nan 
2639,  FRSH  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
2640,  iOrderFresh  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
2641,  Briston Technoma...  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
2642,  Aquvio  ,"  Varanasi,Uttar Pradesh  ",  7 years old  , nan , nan 
2643,  Innovation Incub...  ,  Private  ,  New York  ,  7 years old  ,  51-200 Employees (Global)  
2644,  Holidify  ,"  Delhi,NCT  ",  9 years old  , nan , nan 
2645,  SensoVision Syst...  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2646,  Repaireasy  ,"  Pune,Maharashtra  ",  9 years old  ,  11-50 Employees (Global)  , nan 
2647,  Pickingo  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
2648,  Voiro  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2649,  Preksh Innovatio...  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2650,  EduVision Retail...  ,"  Noida,Uttar Pradesh  ",  9 years old  , nan , nan 
2651,  KiviHealth  ,"  Ahmedabad,Gujarat  ",  7 years old  ,  11-50 Employees (India)  , nan 
2652,  I Love Diamonds  ,"  Chennai,Tamil Nadu  ",  9 years old  ,  11-50 Employees (Global)  , nan 
2653,  Bluejay  ,  Bengaluru  , nan , nan , nan 
2654,  Karthik Alloys  ,  Public  ,  201-500 Employees (India)  , nan , nan 
2655,  LMP Motors  ,"  Fort Lauderdale,Florida  ",  6 years old  , nan , nan 
2656,  Scout  ,"  Chicago,Illinois  ",  9 years old  , nan , nan 
2657,  Transition  ,"  Paris,Île-de-France  ",  1 years old  ,  11-50 Employees (India)  , nan 
2658,  DoorKeys  ,"  Delhi,NCT  ",  6 years old  , nan , nan 
2659,  Rehash Technolog...  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  , nan 
2660,  DriversKart  ,"  Chennai,Tamil Nadu  ",  7 years old  , nan , nan 
2661,  Kosha Travel Wea...  ,"  Mumbai,Maharashtra  ",  5 years old  ,  1-10 Employees (Global)  , nan 
2662,  LoanMeet  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  2-10 Employees (Global)  
2663,  Hlc  ,  51-200 Employees (Global)  , nan , nan , nan 
2664,  Hopping Chef  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2665,  Junoon  ,"  Gurgaon,Haryana  ",  2 years old  , nan , nan 
2666,  Urbanity  Multis...  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (Global)  
2667,  Knocksense Media  ,"  Lucknow,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (India)  , nan 
2668,  Zenparent  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
2669,  iTraveller  ,"  Bangalore,Karnataka  ",  10 years old  , nan , nan 
2670,  FRSH  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
2671,  iOrderFresh  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
2672,  Briston Technoma...  ,"  Delhi,NCT  ",  8 years old  , nan , nan 
2673,  EduVision Retail...  ,"  Noida,Uttar Pradesh  ",  9 years old  , nan , nan 
2674,  KiviHealth  ,"  Ahmedabad,Gujarat  ",  7 years old  ,  11-50 Employees (India)  , nan 
2675,  CollegeBol  ,"  Ahmedabad,Gujarat  ",  9 years old  ,  11-50 Employees (India)  , nan 
2676,  S-Ancial Global ...  ,"  Mumbai,Maharashtra  ",  9 years old  ,  11-50 Employees (India)  , nan 
2677,  Fella Homes  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2678,  A-Technologies  ,  Private  ,"  Minato,Tokyo  ",  9 years old  ,  51-200 Employees (Global)  
2679,  Pumpkart  ,"  Chandigarh,Union Territory Of Chandigarh  ",  8 years old  , nan , nan 
2680,  STYLABS  ,  Mumbai  ,  8 years old  , nan , nan 
2681,  Third Leap  ,  San Jose  , nan , nan , nan 
2682,  Azani Sports  ,  Bengaluru  , nan , nan , nan 
2683,  Zenatix  ,  Private  ,"  Gurgaon,Haryana  ",  8 years old  ,  51-200 Employees (Global)  
2684,  Mubble  ,"  Bangalore,Karnataka  ",  9 years old  , nan , nan 
2685,  Pressplay  ,"  Delhi,NCT  ",  9 years old  ,  11-50 Employees (Global)  , nan 
2686,  Baggout  ,"  Delhi,NCT  ",  10 years old  , nan , nan 
2687,  Suventure  ,  Private  ,"  Bangalore,Karnataka  ",  10 years old  ,  11-50 Employees (Global)  
2688,  MyTokri  ,"  Alwar,Rajasthan  ",  10 years old  , nan , nan 
2689,  LocalOye  ,"  Bangalore,Karnataka  ",  9 years old  ,  51-200 Employees (India)  , nan 
2690,  Nanolocal Techno...  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2691,  Zarget  ,"  Chennai,Tamil Nadu  ",  7 years old  , nan , nan 
2692,  Repaireasy  ,"  Pune,Maharashtra  ",  9 years old  ,  11-50 Employees (Global)  , nan 
2693,  Pickingo  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
2694,  Voiro  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2695,  Preksh Innovatio...  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2696,  Transition  ,"  Paris,Île-de-France  ",  1 years old  ,  11-50 Employees (India)  , nan 
2697,  Zipzapdeals  ,"  Noida,Uttar Pradesh  ",  8 years old  ,  11-50 Employees (Global)  , nan 
2698,  Biziga  ,"  Noida,Uttar Pradesh  ",  10 years old  ,  11-50 Employees (Global)  , nan 
2699,  Scalend Technolo...  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
2700,  Karma Energy  ,  Public  ,"  Bhubaneswar,Odisha  ",  8 years old  ,  51-200 Employees (India)  
2701,  Karnataka  , nan , nan , nan , nan 
2702,  Helix  ,"  San Francisco,California  ",  7 years old  , nan , nan 
2703,  Universal Print ...  ,  51-200 Employees (India)  , nan , nan , nan 
2704,  BankerBay  ,  Private  ,"  Brooklyn,New York  ",  10 years old  ,  11-50 Employees (Global)  
2705,  TVF Media Labs  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  51-200 Employees (India)  
2706,  Lumeg Technologi...  ,  Private  ,  9 years old  ,  11-50 Employees (Global)  , nan 
2707,  Rehash Technolog...  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  , nan 
2708,  Agnisumukh  , nan , nan , nan , nan 
2709,  PURE  ,  Private  ,"  Hyderabad,Telangana  ",  7 years old  ,  201-500 Employees (India)  
2710,  Inito Samplytics...  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
2711,  Vanguard Diagnos...  ,  Private  ,  Delhi  ,  51-200 Employees (India)  , nan 
2712,  Ediffy  ,  11-50 Employees (Global)  , nan , nan , nan 
2713,  Avant  ,  Private  ,"  Chicago,Illinois  ",  10 years old  ,  501-1k Employees (Global)  
2714,  Room Soom Techno...  ,  Private  ,"  Noida,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (India)  
2715,  Scout  ,"  Chicago,Illinois  ",  9 years old  , nan , nan 
2716,  LMP Motors  ,"  Fort Lauderdale,Florida  ",  6 years old  , nan , nan 
2717,  Karthik Alloys  ,  Public  ,  201-500 Employees (India)  , nan , nan 
2718,  Events High  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
2719,  Trupay India  ,"  Gurgaon,Haryana  ",  7 years old  ,  51-200 Employees (India)  , nan 
2720,  DoorKeys  ,"  Delhi,NCT  ",  6 years old  , nan , nan 
2721,  Crowd4Test  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2722,  Trucksumo  ,  Private  ,"  Hyderabad,Telangana  ",  6 years old  ,  11-50 Employees (Global)  
2723,  Knocksense Media  ,"  Lucknow,Uttar Pradesh  ",  6 years old  ,  11-50 Employees (India)  , nan 
2724,  Mind & Brain Cli...  , nan , nan , nan , nan 
2725,  Instacar  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2726,  Jobnukkad Servic...  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (Global)  
2727,  Indian Roots  ,"  Gurgaon,Haryana  ",  9 years old  , nan , nan 
2728,  Mydia100 Communi...  ,"  Delhi,NCT  ",  10 years old  , nan , nan 
2729,  AgSri  , nan , nan , nan , nan 
2730,  KheloMore  ,  Private  ,"  Mumbai,Maharashtra  ",  5 years old  ,  51-200 Employees (Global)  
2731,  First Technologi...  , nan , nan , nan , nan 
2732,  Run Adam Sports  ,"  Chennai,Tamil Nadu  ",  6 years old  , nan , nan 
2733,  KONFO  ,"  Miguel Hidalgo,The Federal District  ",  8 years old  , nan , nan 
2734,  MYTAT  ,  Delhi  , nan , nan , nan 
2735,  LetzConnect  ,"  Chennai,Tamil Nadu  ",  6 years old  , nan , nan 
2736,  Zumutor Biologic...  ,  Private  ,"  Cambridge,MA  ",  9 years old  ,  11-50 Employees (India)  
2737,  Nautilus Mobile  ,"  Hyderabad,Telangana  ",  9 years old  , nan , nan 
2738,  CoRover  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  , nan 
2739,  Crediwatch  ,  Private  ,"  Bangalore,Karnataka  ",  9 years old  ,  51-200 Employees (India)  
2740,  Voyager  ,"  Stamford,Connecticut  ",  4 years old  , nan , nan 
2741,  BeYouPlus  ,"  Gurgaon,Haryana  ",  8 years old  , nan , nan 
2742,  Excess2Sell  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
2743,  WelFurn  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2744," ""Creator s Guruku..."" ","  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2745,  LeanAgri  ,  Private  ,"  Pune,Maharashtra  ",  5 years old  ,  11-50 Employees (Global)  
2746,  vPhrase Analytic...  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  
2747,  AssessHub  ,  Private  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  
2748,  MUrgency Global ...  ,"  Mumbai,Maharashtra  ",  8 years old  , nan , nan 
2749,  Henry & Smith  ,"  Delhi,NCT  ",  9 years old  ,  11-50 Employees (India)  , nan 
2750,  Brainpan Innovat...  ,"  Lucknow,Uttar Pradesh  ",  8 years old  , nan , nan 
2751,  Highway Delite  ,"  Bangalore,Karnataka  ",  8 years old  , nan , nan 
2752,  KrishiHub  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2753,  Buildkar.com  , nan , nan , nan , nan 
2754,  Infonix Weblab  ,  51-200 Employees (India)  , nan , nan , nan 
2755,  HireSure.ai  ,"  Bangalore,Karnataka  ",  3 years old  ,  11-50 Employees (Global)  , nan 
2756,  Shapecrunch  ,"  Delhi,NCT  ",  7 years old  , nan , nan 
2757,  EnviroKamKar  , nan , nan , nan , nan 
2758,  Qure.ai  ,"  Mumbai,Maharashtra  ",  6 years old  ,  11-50 Employees (India)  , nan 
2759,  EdHusk  ,  Private  ,"  Jaipur,Rajasthan  ",  5 years old  ,  1-10 Employees (Global)  
2760,  ENpower  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
2761,  Styldod  ,"  Bangalore,Karnataka  ",  7 years old  , nan , nan 
2762,  Karbon  ,  Private  ,"  Bangalore,Karnataka  ",  3 years old  ,  51-200 Employees (India)  
2763,  Vivifi  ,"  Hyderabad,Telangana  ",  5 years old  ,  51-200 Employees (India)  , nan 
2764,  GameTheory  ,"  Bangalore,Karnataka  ",  4 years old  , nan , nan 
2765,  Mishry.com  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
2766,  Brainup Studios  ,  11-50 Employees (India)  , nan , nan , nan 
2767,  Meghshala  , nan , nan , nan , nan 
2768,  MYBYK  ,"  Ahmedabad,Gujarat  ",  8 years old  , nan , nan 
2769,  Bella Vita Organ...  ,"  Gurgaon,Haryana  ",  4 years old  , nan , nan 
2770," ""Dr. Vaidya s"" ", nan , nan , nan , nan 
2771,  Playtoome  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2772,  VsnapU  ,"  Gurgaon,Haryana  ",  6 years old  , nan , nan 
2773,  OkayGo  ,"  Gurgaon,Haryana  ",  3 years old  , nan , nan 
2774,  Intellego Tech S...  ,"  Bangalore,Karnataka  ",  6 years old  , nan , nan 
2775,  Avieum Life Scie...  ,  51-200 Employees (India)  , nan , nan , nan 
2776,  Bellatrix Aerosp...  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  11-50 Employees (Global)  
2777,  Moneytor  ,"  Mumbai,Maharashtra  ",  5 years old  , nan , nan 
2778,  Promethean Energ...  ,"  Mumbai,Maharashtra  ",  8 years old  ,  51-200 Employees (India)  , nan 
2779,  Simsim  ,"  Delhi,NCT  ",  4 years old  ,  11-50 Employees (Global)  , nan 
2780,  Cirtru Classifie...  ,  Private  ,"  Mumbai,Maharashtra  ",  8 years old  ,  11-50 Employees (Global)  
2781,  Floma  , nan , nan , nan , nan 
2782,  TRICA  ,"  Mumbai,Maharashtra  ",  1 years old  , nan , nan 
2783,  MyPetrolPump  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (Global)  
2784,  Amplify  ,"  Brooklyn,New York  ",  10 years old  , nan , nan 
2785,  Adityaa Milk  , nan , nan , nan , nan 
2786,  Binks  ,  Private  ,"  Bangalore,Karnataka  ",  3 years old  ,  11-50 Employees (India)  
2787,  &Me  ,  Private  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  
2788,  Empathy Design L...  , nan , nan , nan , nan 
2789,  Godhra Expresswa...  , nan , nan , nan , nan 
2790,  Augmedix  ,  Private  ,"  San Francisco,California  ",  10 years old  ,  51-200 Employees (Global)  
2791,  Instaoffice  ,  Private  ,"  Gurgaon,Haryana  ",  7 years old  ,  11-50 Employees (Global)  
2792,  Lemma Technologi...  ,"  Pune,Maharashtra  ",  7 years old  , nan , nan 
2793,  Akara Research &...  ,"  Chennai,Tamil Nadu  ",  9 years old  , nan , nan 
2794,  Fitzup HQ  , nan , nan , nan , nan 
2795,  BUGWORKS Researc...  ,"  Bangalore,Karnataka  ",  8 years old  ,  11-50 Employees (India)  , nan 
2796,  Swirl  ,"  Vadodara,Gujarat  ",  6 years old  , nan , nan 
2797," ""Women s CricZone"" ","  Pune,Maharashtra  ",  5 years old  ,  11-50 Employees (India)  , nan 
2798,  EMFLUX MOTORS  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (India)  
2799,  HappyEMI  ,  Private  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (Global)  
2800," ""D chica Fashion ..."" ","  Delhi,NCT  ",  8 years old  , nan , nan 
2801,  Say Cheese  ,"  Mumbai,Maharashtra  ",  4 years old  , nan , nan 
2802,  EduBrisk  ,"  Kochi,Kerala  ",  8 years old  , nan , nan 
2803," ""FPL Nokero s"" ", nan , nan , nan , nan 
2804,  KWIK24  ,"  Bangalore,Karnataka  ",  6 years old  ,  51-200 Employees (Global)  , nan 
2805,  KWatt Solutions...  ,"  Mumbai,Maharashtra  ",  9 years old  ,  11-50 Employees (India)  , nan 
2806,  Rhino  ,"  New York City,New York  ",  6 years old  , nan , nan 
2807,  Roadzen  ,"  Pittsburgh,Pennsylvania  ",  7 years old  , nan , nan 
2808,  Samosa Party  ,"  Bangalore,Karnataka  ",  5 years old  , nan , nan 
2809,  Legal Salah  ,"  Kolkata,West Bengal  ",  7 years old  ,  1-10 Employees (India)  , nan 
2810,  Metal26  ,"  Jaipur,Rajasthan  ",  7 years old  , nan , nan 
2811,  Twigly  ,"  Gurgaon,Haryana  ",  7 years old  , nan , nan 
2812,  Pix Dynamics  ,  11-50 Employees (India)  , nan , nan , nan 
2813,  Peepal Tree Scho...  ,"  Mumbai,Maharashtra  ",  5 years old  , nan , nan 
2814,  The Bag Talk  ,"  Mumbai,Maharashtra  ",  6 years old  , nan , nan 
2815,  M1xchange  ,"  Gurgaon,Haryana  ",  5 years old  ,  51-200 Employees (India)  , nan 
2816,  Ecobillz  ,  Private  ,"  Belgaum,Karnataka  ",  6 years old  ,  51-200 Employees (India)  
2817,  Finly.io  ,  Private  ,"  Bangalore,Karnataka  ",  7 years old  ,  51-200 Employees (India)  
2818,  Empower Labs  ,"  Hyderabad,Telangana  ",  7 years old  ,  11-50 Employees (Global)  , nan 
2819,  Bandhoo Construc...  ,"  Gurgaon,Haryana  ",  2 years old  , nan , nan 
2820,  Refier  ,"  Hyderabad,Telangana  ",  5 years old  , nan , nan 
2821,  Townscript  ,  Private  ,"  Newark,Delaware  ",  10 years old  ,  11-50 Employees (India)  
2822,  SignalX  ,"  Hyderabad,Telangana  ",  4 years old  ,  11-50 Employees (India)  , nan 
2823,  Scholr  ,"  Mumbai,Maharashtra  ",  7 years old  , nan , nan 
2824,  Konfinity  ,"  Gurgaon,Haryana  ",  5 years old  ,  11-50 Employees (India)  , nan 
2825,  GetPy  ,"  Bangalore,Karnataka  ",  5 years old  ,  11-50 Employees (India)  , nan 
2826,  Sagar Defence En...  ,"  Mumbai,Maharashtra  ",  7 years old  ,  11-50 Employees (India)  , nan 
2827,  Penta Packaging  , nan , nan , nan , nan 
2828,  SV2 Technologie...  , nan , nan , nan , nan 
2829,  MyScoot  ,"  Gurgaon,Haryana  ",  5 years old  ,  11-50 Employees (Global)  , nan 
2830,  goDutch  ,  Private  ,"  Mumbai,Maharashtra  ",  3 years old  ,  1-10 Employees (Global)  
2831,  Drivify  , nan , nan , nan , nan 
2832,  Aker Foods  ,"  Pune,Maharashtra  ",  3 years old  , nan , nan 
2833,  Natural Living  ,  Bangalore  , nan , nan , nan 
2834,  Wow Ecarts  ,  Private  ,"  Gurgaon/Gurugram,Haryana  ",  4 years old  ,  51-200 Employees (India)  
2835,  Lithops Technolo...  ,"  New Delhi,delhi  ", nan , nan , nan 
2836,  IndianTTS  ,"  Ahmedabad,Gujarat  ",  7 years old  ,  11-50 Employees (Global)  , nan 
2837,  TapChief  ,  Private  ,"  Bangalore,Karnataka  ",  6 years old  ,  11-50 Employees (Global)  
2838,  Zama Organics  ,"  Mumbai,Maharashtra  ",  6 years old  ,  11-50 Employees (India)  , nan 
2839,  WordsMaya  ,"  Pune,Maharashtra  ",  9 years old  , nan , nan 
2840,  Moby Dick  ,"  Gurgaon,Haryana  ",  5 years old  , nan , nan 
2841,  NIO  ,"  Shanghai,Shanghai Shi  ",  8 years old  , nan , nan 
